mun_exp,month,mean_pct,cv_scaled,normalized_intensity
110001,1,1,0,0.276740167560083
110001,3,0.0857419997032853,0,0.0237282553648238
110001,4,0.911788258827564,0,0.252328435527257
110001,5,0.419716177196101,0,0.116152325204926
110001,7,0.543275082369236,0.00771971183409462,0.15034603732608
110001,8,0.353024343122738,0,0.0976960158685747
110001,12,0.299951987021303,0.0132170847763226,0.0830087631482552
110002,1,0.213699996649468,0.0190517163074877,0.105667028740907
110002,2,0.0189550260248538,0.0130737618364423,0.0093725845164062
110002,3,0.0607280085769311,0.00660271369216129,0.0300278349475237
110002,4,0.121601269081623,0.0064910306834141,0.0601274917942802
110002,5,0.344530118243007,0.00687483481579173,0.170357859042027
110002,6,0.394649546118397,0.0140907907527106,0.195140129087982
110002,7,0.0346471989831246,0.00352861305042247,0.0171318045303809
110002,8,0.0598104466701087,0.00774757571347375,0.0295741333008232
110002,9,0.0123503153928835,0,0.00610679060383752
110002,10,0.489673771472001,0,0.242126220379278
110002,11,0.0995146681883798,0.00766289141065517,0.0492064551636458
110002,12,0.172230149368556,0.0154659463228095,0.0851616678929092
110003,1,0.88071301985135,0.00191546237353485,0.331229626717169
110003,4,0.2385739602973,0,0.0897258948517069
110003,6,0.333391052017238,0,0.125385898949413
110003,8,0.730183579467694,0.00334592077408386,0.274616621998971
110003,11,0.476058209579681,0,0.179041957482741
110004,2,0.180509710771004,0,0.0619160970438528
110004,3,0.826974343025654,0,0.283658000762681
110004,6,0.471987583376745,0,0.161895052022556
110004,7,0.238708437564772,0.0126567907427929,0.081878668589729
110004,8,0.215790153357608,0.00931145158785587,0.0740175363382376
110004,9,0.416274604820511,0.00966096310107756,0.142785109559316
110004,10,0.0651251147853942,0.00996950762736198,0.0223383712146097
110004,11,0.277936222747085,0.00283265212951842,0.0953340740844769
110004,12,0.22208610053297,0,0.0761770903845414
110005,8,1,0,1
110006,4,0.900013937809199,0.00157110506024728,0.428580910137215
110006,6,0.171386368209187,0,0.0816130979604641
110006,7,1,0,0.476193636712405
110006,8,0.0285857561724155,0,0.0136123551899166
110007,3,0.406666594159508,0,0.161932820498127
110007,4,0.546929579669483,0.00668836110273771,0.217784914526311
110007,5,0.399366339083962,0.0129412222667862,0.159025891550147
110007,6,0.101672598339658,0,0.0404855743082166
110007,7,0.235180472128505,0,0.0936478130360332
110007,8,0.0169484450902131,0,0.00674879509635687
110007,9,0.542375044251172,0.0119323229518037,0.215971318875874
110007,10,0.0677836257985526,0,0.0269911368840981
110007,12,0.194406338474329,0,0.0774117352248359
110008,1,0.165365343088318,0.0105636670975087,0.112798090524477
110008,2,0.198301577471473,0.00999839450969111,0.135264372020367
110008,3,0.129667926489501,0.0107940653614539,0.0884483667322749
110008,4,0.0825140357376486,0.00815688912057761,0.0562840163413462
110008,5,0.0270039733564898,0.017102358845961,0.0184198005113992
110008,6,0.104766534177624,0.0075611007037467,0.0714627671397379
110008,7,0.205256379998344,0.00746317687533783,0.140008343340807
110008,8,0.141795693524729,0.0137115547801334,0.0967208919080533
110008,9,0.0524607292104342,0.00717100880048602,0.0357842216025775
110008,10,0.0637056088175085,0.011183570529322,0.0434545165033548
110008,11,0.124668292573473,0.0117066362737904,0.0850380441790891
110008,12,0.170523537079417,0.0118024423558287,0.116316569196517
110009,4,0.033709295739291,0.00141149148462683,0.021161508729066
110009,5,0.601220877832289,0.00479822054590343,0.377425293982495
110009,7,0.341977936274591,0.00795447214719049,0.214681704998888
110009,8,0.0871286222421015,0.000620998641005888,0.0546962806457763
110009,10,0.528916595147328,0.00735186717516102,0.332035211643775
110010,3,0.155880358385066,0,0.0514403434354063
110010,4,0.184323557350278,0.0131191805700962,0.0608265671927172
110010,5,0.833570006295446,0.001359635145075,0.275077167165401
110010,6,0.194842630128232,0,0.0642978494115029
110010,7,0.420619130845994,0.00427640772095107,0.138803841422864
110010,8,0.0328742750573168,0,0.0108484738979173
110010,9,0.28863703293697,0.015455352926287,0.0952498971408373
110010,10,0.0603201890264287,0.00298209698734035,0.0199055947250464
110010,11,0.859246149448937,0,0.283550265608307
110011,1,0.631021646768338,0,0.165764013211611
110011,2,0.920908170456229,0,0.24191473448807
110011,4,0.0257795557139123,0.00541545918509153,0.00677206976311425
110011,6,0.0522889593641392,0.0123612873861868,0.0137358643641597
110011,7,0.247361801321111,0.00417293745826515,0.0649798388252343
110011,8,0.382860334815812,0.00690167902538016,0.100574149751648
110011,9,0.111031777455608,0.00918494053984657,0.029167102458875
110011,10,0.174075547722699,0.00505781766480421,0.0457281640658477
110011,11,1,0,0.262691484611568
110011,12,0.261419126552258,0,0.0686725784598722
110012,2,0.358304390617135,0.0117262179257537,0.146155006224903
110012,3,0.0168088813802955,0,0.00685646681175015
110012,4,0.239116774274822,0.00394520386048108,0.0975374975797019
110012,6,0.0950871109248125,0.00351434138930724,0.0387867345560219
110012,7,0.159730042131835,0,0.0651550634416534
110012,8,0.288903638362687,0.00802402365295891,0.117845927007952
110012,9,0.752653498143454,0,0.307012918588252
110012,10,0.0222159134472254,0,0.0090620351109252
110012,11,0.0390307749821146,0.00806029432715752,0.0159209412718844
110012,12,0.47968587393654,0,0.195667409406957
